band,band_label,cultural_var_id,cultural_var,env_feature,env_description,n_categories,n_societies,f_stat,p_value,eta_squared,category_means
C,Bioclimatic proxies,EA028,Agriculture: intensity,temp_max,Maximum temperature (°C × 10),6,1045,74.30392091584898,1.3032494587471512e-66,0.2633920176459149,"{'Extensive/shifting': np.float64(26.467573696145127), 'No agriculture': np.float64(18.67663551401869), 'Intensive': np.float64(24.79644670050761), 'Intensive irrigated': np.float64(25.61016949152542), 'Casual': np.float64(25.82790697674419), 'Horticulture': np.float64(23.909374999999997)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,precip_yr,Annual precipitation (mm),6,1045,83.64448511195708,6.627279297001221e-74,0.286999718247629,"{'Extensive/shifting': np.float64(1472.922902494331), 'No agriculture': np.float64(743.7570093457944), 'Intensive': np.float64(838.8578680203045), 'Intensive irrigated': np.float64(832.6525423728814), 'Casual': np.float64(580.3953488372093), 'Horticulture': np.float64(2567.15625)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,aridity,Aridity index,6,1045,27.85667444804029,1.5385669759110705e-26,0.11820872255490632,"{'Extensive/shifting': np.float64(90.65306122448979), 'No agriculture': np.float64(91.80841121495327), 'Intensive': np.float64(62.77157360406091), 'Intensive irrigated': np.float64(61.932203389830505), 'Casual': np.float64(47.23255813953488), 'Horticulture': np.float64(174.34375)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,wet_pct_grp1,Wetland extent type 1 (%),6,1045,2.2143044986622713,0.050811437291198906,0.010543588942420596,"{'Extensive/shifting': np.float64(9.104308390022675), 'No agriculture': np.float64(10.014018691588785), 'Intensive': np.float64(7.558375634517766), 'Intensive irrigated': np.float64(5.805084745762712), 'Casual': np.float64(6.930232558139535), 'Horticulture': np.float64(16.75)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,wet_pct_grp2,Wetland extent type 2 (%),6,1045,2.8125800334458146,0.0156812790000202,0.01335428317244488,"{'Extensive/shifting': np.float64(6.934240362811791), 'No agriculture': np.float64(7.11214953271028), 'Intensive': np.float64(4.771573604060913), 'Intensive irrigated': np.float64(5.0), 'Casual': np.float64(5.674418604651163), 'Horticulture': np.float64(15.59375)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,permafrost_extent,Permafrost extent (%),6,1045,22.03033171652912,5.026011304407252e-21,0.09585476186711689,"{'Extensive/shifting': np.float64(0.0), 'No agriculture': np.float64(11.116822429906541), 'Intensive': np.float64(0.6903553299492385), 'Intensive irrigated': np.float64(1.2881355932203389), 'Casual': np.float64(2.883720930232558), 'Horticulture': np.float64(0.0)}"
A,Physiographic bedrock,EA003,Subsistence economy: fishing,elev_min,Elevation minimum (m),7,1121,11.931099017760571,5.166986868375622e-13,0.060380738498911235,"{'0-5%': np.float64(602.3015873015873), '6-15%': np.float64(411.97169811320754), '16-25%': np.float64(348.00558659217876), '26-35%': np.float64(356.4810126582278), '36-45%': np.float64(261.1923076923077), '46-55%': np.float64(234.40540540540542), '56-65%': np.float64(36.2)}"
A,Physiographic bedrock,EA003,Subsistence economy: fishing,elev_max,Elevation maximum (m),7,1121,8.19319325079534,1.082006343640413e-08,0.042263484840459956,"{'0-5%': np.float64(1636.045351473923), '6-15%': np.float64(1316.7106918238994), '16-25%': np.float64(1043.7988826815642), '26-35%': np.float64(1242.4810126582279), '36-45%': np.float64(1054.8461538461538), '46-55%': np.float64(1633.162162162162), '56-65%': np.float64(827.0)}"
A,Physiographic bedrock,EA003,Subsistence economy: fishing,slope_avg,Average slope (degrees),7,1121,3.2299416690183382,0.0037655349142546525,0.01709899239312156,"{'0-5%': np.float64(50.12018140589569), '6-15%': np.float64(48.575471698113205), '16-25%': np.float64(41.659217877094974), '26-35%': np.float64(58.050632911392405), '36-45%': np.float64(58.21153846153846), '46-55%': np.float64(-171.8108108108108), '56-65%': np.float64(72.06666666666666)}"
A,Physiographic bedrock,EA003,Subsistence economy: fishing,slope_upstream,Upstream slope (degrees),7,1121,3.4387884667015944,0.0022732223911495473,0.018184501680696387,"{'0-5%': np.float64(51.06349206349206), '6-15%': np.float64(53.5503144654088), '16-25%': np.float64(47.49162011173184), '26-35%': np.float64(54.12658227848101), '36-45%': np.float64(61.21153846153846), '46-55%': np.float64(-177.32432432432432), '56-65%': np.float64(61.6)}"
A,Physiographic bedrock,EA003,Subsistence economy: fishing,stream_gradient,Stream gradient,7,1121,1.2294198193189392,0.2883734763302043,0.006578092898757022,"{'0-5%': np.float64(129.71201814058958), '6-15%': np.float64(114.77672955974843), '16-25%': np.float64(88.6145251396648), '26-35%': np.float64(139.67088607594937), '36-45%': np.float64(143.78846153846155), '46-55%': np.float64(-2.027027027027027), '56-65%': np.float64(182.73333333333332)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,discharge_yr,Annual discharge (m³/s),7,1121,1.2657068726985263,0.270349775481867,0.006770934583099315,"{'0-5%': np.float64(132.4146284649366), '6-15%': np.float64(313.1871699170735), '16-25%': np.float64(315.9467165669291), '26-35%': np.float64(116.05665863060122), '36-45%': np.float64(306.2114274011782), '46-55%': np.float64(748.3944686167949), '56-65%': np.float64(24.471867001056673)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,discharge_min,Minimum discharge (m³/s),7,1121,0.8015920665698851,0.5686891176263293,0.004298812419955355,"{'0-5%': np.float64(33.51265961961539), '6-15%': np.float64(167.86510076507656), '16-25%': np.float64(134.89830446135846), '26-35%': np.float64(36.40949329203201), '36-45%': np.float64(135.918827971157), '46-55%': np.float64(274.8459990173578), '56-65%': np.float64(6.614733421305815)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,discharge_max,Maximum discharge (m³/s),7,1121,1.4317825281613115,0.19904886707755332,0.007652562243690117,"{'0-5%': np.float64(344.4603469784344), '6-15%': np.float64(559.6118049903497), '16-25%': np.float64(636.1614644778008), '26-35%': np.float64(253.30191316898865), '36-45%': np.float64(625.8194589632062), '46-55%': np.float64(1534.17030199154), '56-65%': np.float64(57.0029998143514)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,river_area,River area (km²),7,1121,2.3239680593850447,0.03098124912186725,0.0123621480547243,"{'0-5%': np.float64(317.0395463405012), '6-15%': np.float64(468.04569373528165), '16-25%': np.float64(612.1451122227994), '26-35%': np.float64(401.054707708238), '36-45%': np.float64(591.8201185189761), '46-55%': np.float64(760.7526435336551), '56-65%': np.float64(325.7218696594238)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,river_area_upstream,Upstream river area (km²),7,1121,1.4771856760347901,0.1825509059089385,0.00789331659866517,"{'0-5%': np.float64(4920.929296268893), '6-15%': np.float64(11415.725295079334), '16-25%': np.float64(10307.739177550933), '26-35%': np.float64(3115.88772946068), '36-45%': np.float64(8866.156196625187), '46-55%': np.float64(31810.860621149477), '56-65%': np.float64(328.53865858713783)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,runoff,Runoff (mm/yr),7,1121,13.44633420425788,9.11646803888589e-15,0.06753117147269813,"{'0-5%': np.float64(303.6371882086168), '6-15%': np.float64(552.3459119496855), '16-25%': np.float64(608.7877094972067), '26-35%': np.float64(721.2278481012659), '36-45%': np.float64(555.9423076923077), '46-55%': np.float64(789.2702702702703), '56-65%': np.float64(679.2)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,gw_table_depth,Groundwater table depth (cm),7,1121,7.2270751663298,1.3894445177226866e-07,0.0374666129530882,"{'0-5%': np.float64(337.3015873015873), '6-15%': np.float64(260.437106918239), '16-25%': np.float64(227.19553072625698), '26-35%': np.float64(264.4810126582278), '36-45%': np.float64(228.26923076923077), '46-55%': np.float64(363.35135135135135), '56-65%': np.float64(280.1333333333333)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,pct_clay,Soil clay content (%),7,1121,1.8192758962114353,0.09209263241513325,0.009703532282700569,"{'0-5%': np.float64(-180.42857142857142), '6-15%': np.float64(-6.550314465408805), '16-25%': np.float64(23.966480446927374), '26-35%': np.float64(22.063291139240505), '36-45%': np.float64(17.923076923076923), '46-55%': np.float64(14.08108108108108), '56-65%': np.float64(14.6)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,pct_silt,Soil silt content (%),7,1121,1.8835592478178227,0.08053565335517882,0.010042959098735767,"{'0-5%': np.float64(-177.59863945578232), '6-15%': np.float64(-5.232704402515723), '16-25%': np.float64(28.329608938547487), '26-35%': np.float64(29.468354430379748), '36-45%': np.float64(33.05769230769231), '46-55%': np.float64(36.62162162162162), '56-65%': np.float64(34.266666666666666)}"
B,Hydro-climatic baselines,EA003,Subsistence economy: fishing,pct_sand,Soil sand content (%),7,1121,1.8392940250948993,0.08834097787165811,0.009809256294089172,"{'0-5%': np.float64(-156.13151927437642), '6-15%': np.float64(17.18553459119497), '16-25%': np.float64(47.787709497206706), '26-35%': np.float64(48.40506329113924), '36-45%': np.float64(48.96153846153846), '46-55%': np.float64(49.32432432432432), '56-65%': np.float64(51.46666666666667)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,temp_yr,Mean annual temperature (°C × 10),7,1121,39.745633127909244,5.87742071202728e-44,0.17632415429029602,"{'0-5%': np.float64(20.152154195011338), '6-15%': np.float64(21.071698113207546), '16-25%': np.float64(19.077653631284917), '26-35%': np.float64(16.451898734177217), '36-45%': np.float64(10.790384615384614), '46-55%': np.float64(4.437837837837838), '56-65%': np.float64(5.406666666666666)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,temp_min,Minimum temperature (°C × 10),7,1121,33.02778524952992,9.016098004329887e-37,0.15102251090570035,"{'0-5%': np.float64(14.631746031746031), '6-15%': np.float64(16.368553459119497), '16-25%': np.float64(13.14022346368715), '26-35%': np.float64(10.473417721518986), '36-45%': np.float64(0.6230769230769232), '46-55%': np.float64(-6.794594594594595), '56-65%': np.float64(-4.880000000000001)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,temp_max,Maximum temperature (°C × 10),7,1121,36.80983552465828,7.687070231301551e-41,0.165454936418421,"{'0-5%': np.float64(25.541496598639455), '6-15%': np.float64(25.46320754716981), '16-25%': np.float64(24.804469273743017), '26-35%': np.float64(22.51139240506329), '36-45%': np.float64(20.459615384615383), '46-55%': np.float64(15.751351351351353), '56-65%': np.float64(16.386666666666667)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,precip_yr,Annual precipitation (mm),7,1121,13.107823188863307,2.2455290335144257e-14,0.0659431861623196,"{'0-5%': np.float64(915.4512471655329), '6-15%': np.float64(1309.5691823899372), '16-25%': np.float64(1365.2513966480446), '26-35%': np.float64(1444.2151898734178), '36-45%': np.float64(1064.673076923077), '46-55%': np.float64(1097.6486486486488), '56-65%': np.float64(942.4)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,aridity,Aridity index,7,1121,27.07237486545179,3.068767126485601e-30,0.1272562603952717,"{'0-5%': np.float64(60.950113378684804), '6-15%': np.float64(86.92767295597484), '16-25%': np.float64(93.92178770949721), '26-35%': np.float64(112.13924050632912), '36-45%': np.float64(102.42307692307692), '46-55%': np.float64(148.6216216216216), '56-65%': np.float64(148.0)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,wet_pct_grp1,Wetland extent type 1 (%),7,1121,11.21247798884363,3.510298380967286e-12,0.05695107020330978,"{'0-5%': np.float64(4.825396825396825), '6-15%': np.float64(7.566037735849057), '16-25%': np.float64(13.12290502793296), '26-35%': np.float64(13.405063291139241), '36-45%': np.float64(20.634615384615383), '46-55%': np.float64(9.756756756756756), '56-65%': np.float64(21.4)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,wet_pct_grp2,Wetland extent type 2 (%),7,1121,6.991748818513539,2.580976263265193e-07,0.036290907931044135,"{'0-5%': np.float64(3.798185941043084), '6-15%': np.float64(5.911949685534591), '16-25%': np.float64(9.731843575418994), '26-35%': np.float64(9.227848101265822), '36-45%': np.float64(13.807692307692308), '46-55%': np.float64(7.45945945945946), '56-65%': np.float64(18.333333333333332)}"
C,Bioclimatic proxies,EA003,Subsistence economy: fishing,permafrost_extent,Permafrost extent (%),7,1121,23.573848727670182,2.4771260443559614e-26,0.11266388196015778,"{'0-5%': np.float64(0.6394557823129252), '6-15%': np.float64(0.21069182389937108), '16-25%': np.float64(2.994413407821229), '26-35%': np.float64(2.6202531645569622), '36-45%': np.float64(8.826923076923077), '46-55%': np.float64(18.135135135135137), '56-65%': np.float64(23.666666666666668)}"
A,Physiographic bedrock,EA031,Mean size of local communities,elev_min,Elevation minimum (m),8,539,2.710277372834461,0.009082565747313915,0.03449619912300945,"{'<50': np.float64(522.743119266055), '50-99': np.float64(354.04761904761904), '100-199': np.float64(530.5862068965517), '200-399': np.float64(635.4714285714285), '50000+': np.float64(267.72131147540983), '400-1000': np.float64(568.1090909090909), '5000-50000': np.float64(425.02702702702703), '1000-5000': np.float64(566.1333333333333)}"
A,Physiographic bedrock,EA031,Mean size of local communities,elev_max,Elevation maximum (m),8,539,2.9421380788466664,0.004956274908157009,0.037337118358181924,"{'<50': np.float64(1480.5963302752293), '50-99': np.float64(1225.009523809524), '100-199': np.float64(1498.9195402298851), '200-399': np.float64(1637.8857142857144), '50000+': np.float64(1092.3934426229507), '400-1000': np.float64(1962.4545454545455), '5000-50000': np.float64(1230.1891891891892), '1000-5000': np.float64(1628.3333333333333)}"
A,Physiographic bedrock,EA031,Mean size of local communities,slope_avg,Average slope (degrees),8,539,1.1415851984659668,0.33535252172368857,0.014826026705811441,"{'<50': np.float64(-128.40366972477065), '50-99': np.float64(62.34285714285714), '100-199': np.float64(60.89655172413793), '200-399': np.float64(56.68571428571428), '50000+': np.float64(41.75409836065574), '400-1000': np.float64(65.2909090909091), '5000-50000': np.float64(47.13513513513514), '1000-5000': np.float64(53.666666666666664)}"
A,Physiographic bedrock,EA031,Mean size of local communities,slope_upstream,Upstream slope (degrees),8,539,1.123127219569386,0.3468317689692317,0.014589806173064473,"{'<50': np.float64(-126.31192660550458), '50-99': np.float64(61.97142857142857), '100-199': np.float64(60.747126436781606), '200-399': np.float64(55.3), '50000+': np.float64(44.83606557377049), '400-1000': np.float64(67.89090909090909), '5000-50000': np.float64(50.432432432432435), '1000-5000': np.float64(54.2)}"
A,Physiographic bedrock,EA031,Mean size of local communities,stream_gradient,Stream gradient,8,539,1.0799085100901908,0.37477074415759914,0.014036260694936348,"{'<50': np.float64(-40.862385321100916), '50-99': np.float64(135.1238095238095), '100-199': np.float64(137.32183908045977), '200-399': np.float64(155.22857142857143), '50000+': np.float64(95.44262295081967), '400-1000': np.float64(191.3090909090909), '5000-50000': np.float64(105.27027027027027), '1000-5000': np.float64(143.66666666666666)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,discharge_yr,Annual discharge (m³/s),8,539,0.8397331826291602,0.5546197899064682,0.010948727327482114,"{'<50': np.float64(216.5032957333969), '50-99': np.float64(631.980772165209), '100-199': np.float64(61.283552266400434), '200-399': np.float64(73.18897142782808), '50000+': np.float64(373.57381155823936), '400-1000': np.float64(270.5978886493228), '5000-50000': np.float64(137.63924367323116), '1000-5000': np.float64(555.2231957942247)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,discharge_min,Minimum discharge (m³/s),8,539,0.7305072087720967,0.646176335687164,0.009538185440386128,"{'<50': np.float64(87.57598074620863), '50-99': np.float64(380.344980181992), '100-199': np.float64(22.655137779854837), '200-399': np.float64(24.145571452086525), '50000+': np.float64(71.49916503850187), '400-1000': np.float64(74.64659909778698), '5000-50000': np.float64(33.02329752236806), '1000-5000': np.float64(152.25732584098975)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,discharge_max,Maximum discharge (m³/s),8,539,1.205763609266863,0.2975642255004969,0.01564648498940841,"{'<50': np.float64(441.75571462512016), '50-99': np.float64(1066.6197494052706), '100-199': np.float64(132.66106898654468), '200-399': np.float64(153.84534316999572), '50000+': np.float64(961.7764282927956), '400-1000': np.float64(620.6356413426724), '5000-50000': np.float64(301.7181008852817), '1000-5000': np.float64(1833.5330273528893)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,river_area,River area (km²),8,539,0.7227574788537456,0.652762337743823,0.00943795272235437,"{'<50': np.float64(460.47118470209455), '50-99': np.float64(426.37328719752173), '100-199': np.float64(392.7998840397802), '200-399': np.float64(337.61618438448227), '50000+': np.float64(487.11208113685984), '400-1000': np.float64(489.21608857241546), '5000-50000': np.float64(372.59151190680427), '1000-5000': np.float64(662.4924002329509)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,river_area_upstream,Upstream river area (km²),8,539,1.1245271926075129,0.3459515627509424,0.014607726642988822,"{'<50': np.float64(5413.366179735835), '50-99': np.float64(21674.244711038045), '100-199': np.float64(1692.9458973846217), '200-399': np.float64(1723.8936662009785), '50000+': np.float64(17184.60096046756), '400-1000': np.float64(10416.968164029988), '5000-50000': np.float64(7450.841913390804), '1000-5000': np.float64(35166.05642919541)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,runoff,Runoff (mm/yr),8,539,1.0268896612413527,0.4110376188726062,0.013356344973136076,"{'<50': np.float64(546.9174311926605), '50-99': np.float64(592.6571428571428), '100-199': np.float64(567.3908045977012), '200-399': np.float64(549.9714285714285), '50000+': np.float64(386.11475409836066), '400-1000': np.float64(628.0727272727273), '5000-50000': np.float64(390.0810810810811), '1000-5000': np.float64(644.2666666666667)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,gw_table_depth,Groundwater table depth (cm),8,539,1.4356097418647353,0.1884550160178709,0.018573665623122963,"{'<50': np.float64(340.1192660550459), '50-99': np.float64(301.1142857142857), '100-199': np.float64(290.5402298850575), '200-399': np.float64(294.5857142857143), '50000+': np.float64(236.68852459016392), '400-1000': np.float64(319.8), '5000-50000': np.float64(263.8378378378378), '1000-5000': np.float64(404.6)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,pct_clay,Soil clay content (%),8,539,0.49634427450005747,0.8374062339787884,0.006500610425877421,"{'<50': np.float64(-72.91743119266054), '50-99': np.float64(-75.05714285714286), '100-199': np.float64(24.74712643678161), '200-399': np.float64(23.257142857142856), '50000+': np.float64(-142.31147540983608), '400-1000': np.float64(24.363636363636363), '5000-50000': np.float64(23.945945945945947), '1000-5000': np.float64(23.0)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,pct_silt,Soil silt content (%),8,539,0.43284795511508695,0.8816968323390761,0.00567371879989189,"{'<50': np.float64(-61.137614678899084), '50-99': np.float64(-64.61904761904762), '100-199': np.float64(25.597701149425287), '200-399': np.float64(28.17142857142857), '50000+': np.float64(-130.0), '400-1000': np.float64(28.836363636363636), '5000-50000': np.float64(26.054054054054053), '1000-5000': np.float64(31.133333333333333)}"
B,Hydro-climatic baselines,EA031,Mean size of local communities,pct_sand,Soil sand content (%),8,539,0.48518425697396916,0.845557869572346,0.006355376831108566,"{'<50': np.float64(-42.055045871559635), '50-99': np.float64(-46.885714285714286), '100-199': np.float64(49.770114942528735), '200-399': np.float64(48.7), '50000+': np.float64(-121.09836065573771), '400-1000': np.float64(46.836363636363636), '5000-50000': np.float64(50.027027027027025), '1000-5000': np.float64(45.93333333333333)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,temp_yr,Mean annual temperature (°C × 10),8,539,7.019329618939685,5.0739036302679574e-08,0.08469628845466834,"{'<50': np.float64(11.79724770642202), '50-99': np.float64(14.369523809523809), '100-199': np.float64(19.413793103448274), '200-399': np.float64(17.127142857142857), '50000+': np.float64(16.604918032786884), '400-1000': np.float64(19.065454545454543), '5000-50000': np.float64(21.345945945945946), '1000-5000': np.float64(19.093333333333337)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,temp_min,Minimum temperature (°C × 10),8,539,7.1406843164532,3.571809193723829e-08,0.08603459342999342,"{'<50': np.float64(3.052293577981651), '50-99': np.float64(5.799047619047619), '100-199': np.float64(14.648275862068967), '200-399': np.float64(10.997142857142856), '50000+': np.float64(7.940983606557378), '400-1000': np.float64(13.623636363636361), '5000-50000': np.float64(16.145945945945947), '1000-5000': np.float64(12.753333333333334)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,temp_max,Maximum temperature (°C × 10),8,539,4.962239911313239,1.8740662819798406e-05,0.06139913151192754,"{'<50': np.float64(20.82201834862385), '50-99': np.float64(22.492380952380955), '100-199': np.float64(23.819540229885053), '200-399': np.float64(22.95714285714286), '50000+': np.float64(24.737704918032787), '400-1000': np.float64(24.178181818181823), '5000-50000': np.float64(26.164864864864867), '1000-5000': np.float64(25.266666666666662)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,precip_yr,Annual precipitation (mm),8,539,2.666045439618343,0.010181794278573032,0.03395233302986388,"{'<50': np.float64(973.183486238532), '50-99': np.float64(1158.8380952380953), '100-199': np.float64(1303.471264367816), '200-399': np.float64(1223.8857142857144), '50000+': np.float64(894.0819672131148), '400-1000': np.float64(1360.0363636363636), '5000-50000': np.float64(968.7027027027027), '1000-5000': np.float64(1293.1333333333334)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,aridity,Aridity index,8,539,1.5147545622785494,0.15958215950129565,0.019577580656543726,"{'<50': np.float64(92.09174311926606), '50-99': np.float64(102.35238095238095), '100-199': np.float64(89.52873563218391), '200-399': np.float64(91.08571428571429), '50000+': np.float64(78.1311475409836), '400-1000': np.float64(95.76363636363637), '5000-50000': np.float64(63.62162162162162), '1000-5000': np.float64(90.66666666666667)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,wet_pct_grp1,Wetland extent type 1 (%),8,539,1.184503908094113,0.30971636410781267,0.01537485188632525,"{'<50': np.float64(8.522935779816514), '50-99': np.float64(12.209523809523809), '100-199': np.float64(8.160919540229886), '200-399': np.float64(11.342857142857143), '50000+': np.float64(6.295081967213115), '400-1000': np.float64(8.218181818181819), '5000-50000': np.float64(9.594594594594595), '1000-5000': np.float64(1.2)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,wet_pct_grp2,Wetland extent type 2 (%),8,539,1.1662827748861304,0.32041972411913827,0.01514192293209506,"{'<50': np.float64(6.110091743119266), '50-99': np.float64(8.847619047619048), '100-199': np.float64(6.068965517241379), '200-399': np.float64(8.3), '50000+': np.float64(4.147540983606557), '400-1000': np.float64(4.7272727272727275), '5000-50000': np.float64(8.297297297297296), '1000-5000': np.float64(0.4666666666666667)}"
C,Bioclimatic proxies,EA031,Mean size of local communities,permafrost_extent,Permafrost extent (%),8,539,6.076183254033268,7.72264045173667e-07,0.07416009507277162,"{'<50': np.float64(13.899082568807339), '50-99': np.float64(5.419047619047619), '100-199': np.float64(1.9195402298850575), '200-399': np.float64(1.6142857142857143), '50000+': np.float64(0.22950819672131148), '400-1000': np.float64(0.9636363636363636), '5000-50000': np.float64(0.1891891891891892), '1000-5000': np.float64(0.0)}"
A,Physiographic bedrock,EA004,Subsistence economy: animal husbandry,elev_min,Elevation minimum (m),10,1132,4.461929085478757,9.059428006516302e-06,0.03455415169265183,"{'0-5%': np.float64(426.94179894179894), '6-15%': np.float64(377.3707865168539), '16-25%': np.float64(406.5164319248826), '26-35%': np.float64(641.015037593985), '36-45%': np.float64(675.6964285714286), '46-55%': np.float64(648.8787878787879), '76-85%': np.float64(401.8666666666667), '56-65%': np.float64(321.61538461538464), '86-100%': np.float64(553.5), '66-75%': np.float64(338.8333333333333)}"
A,Physiographic bedrock,EA004,Subsistence economy: animal husbandry,elev_max,Elevation maximum (m),10,1132,2.831196958456452,0.0026824435538072944,0.022205838419229535,"{'0-5%': np.float64(1334.068783068783), '6-15%': np.float64(1253.1573033707866), '16-25%': np.float64(1379.0422535211267), '26-35%': np.float64(1689.2105263157894), '36-45%': np.float64(1676.0714285714287), '46-55%': np.float64(1675.8484848484848), '76-85%': np.float64(1594.1333333333334), '56-65%': np.float64(940.6923076923077), '86-100%': np.float64(1183.25), '66-75%': np.float64(739.6666666666666)}"
A,Physiographic bedrock,EA004,Subsistence economy: animal husbandry,slope_avg,Average slope (degrees),10,1132,0.29985180423079394,0.9748903533181605,0.0023994571337971927,"{'0-5%': np.float64(4.949735449735449), '6-15%': np.float64(49.146067415730336), '16-25%': np.float64(48.29577464788732), '26-35%': np.float64(49.54135338345865), '36-45%': np.float64(55.589285714285715), '46-55%': np.float64(46.57575757575758), '76-85%': np.float64(44.46666666666667), '56-65%': np.float64(25.46153846153846), '86-100%': np.float64(25.583333333333332), '66-75%': np.float64(23.333333333333332)}"
A,Physiographic bedrock,EA004,Subsistence economy: animal husbandry,slope_upstream,Upstream slope (degrees),10,1132,0.3323270780469218,0.9644425818193374,0.0026586380265239194,"{'0-5%': np.float64(6.007936507936508), '6-15%': np.float64(50.40823970037453), '16-25%': np.float64(53.948356807511736), '26-35%': np.float64(52.67669172932331), '36-45%': np.float64(55.785714285714285), '46-55%': np.float64(54.84848484848485), '76-85%': np.float64(37.666666666666664), '56-65%': np.float64(14.0), '86-100%': np.float64(22.833333333333332), '66-75%': np.float64(23.666666666666668)}"
A,Physiographic bedrock,EA004,Subsistence economy: animal husbandry,stream_gradient,Stream gradient,10,1132,0.21386380688589685,0.992539495805843,0.0017125472327424926,"{'0-5%': np.float64(87.52380952380952), '6-15%': np.float64(123.1310861423221), '16-25%': np.float64(115.84507042253522), '26-35%': np.float64(115.93233082706767), '36-45%': np.float64(138.73214285714286), '46-55%': np.float64(128.21212121212122), '76-85%': np.float64(114.66666666666667), '56-65%': np.float64(74.0), '86-100%': np.float64(59.166666666666664), '66-75%': np.float64(41.083333333333336)}"
B,Hydro-climatic baselines,EA004,Subsistence economy: animal husbandry,discharge_yr,Annual discharge (m³/s),10,1132,0.5973062357406754,0.8000396249691006,0.004768380100845392,"{'0-5%': np.float64(291.48494252212663), '6-15%': np.float64(361.6175889097615), '16-25%': np.float64(273.66551350900124), '26-35%': np.float64(57.68949635569671), '36-45%': np.float64(51.48573154051389), '46-55%': np.float64(102.5617857325935), '76-85%': np.float64(33.0950668542025), '56-65%': np.float64(4.457076972780319), '86-100%': np.float64(5.89700000686571), '66-75%': np.float64(80.75791647223134)}"
B,Hydro-climatic baselines,EA004,Subsistence economy: animal husbandry,discharge_min,Minimum discharge (m³/s),10,1132,0.568191686037148,0.8239025904087831,0.004537009052518971,"{'0-5%': np.float64(135.6260364464624), '6-15%': np.float64(208.3835197317829), '16-25%': np.float64(57.596816453007115), '26-35%': np.float64(13.812766765726597), '36-45%': np.float64(13.057928600165594), '46-55%': np.float64(17.80390873077241), '76-85%': np.float64(4.130133424187079), '56-65%': np.float64(1.711769200861454), '86-100%': np.float64(1.0912499980380137), '66-75%': np.float64(17.656666258350015)}"
B,Hydro-climatic baselines,EA004,Subsistence economy: animal husbandry,discharge_max,Maximum discharge (m³/s),10,1132,0.74184815302167,0.6706467003960452,0.005915452823026373,"{'0-5%': np.float64(545.6113747077053), '6-15%': np.float64(608.0797918664662), '16-25%': np.float64(743.1511580488632), '26-35%': np.float64(156.27100120788734), '36-45%': np.float64(135.3582154115928), '46-55%': np.float64(271.6401607881893), '76-85%': np.float64(128.74172949039686), '56-65%': np.float64(10.598923105459948), '86-100%': np.float64(21.71691696345806), '66-75%': np.float64(240.6858271410068)}"
B,Hydro-climatic baselines,EA004,Subsistence economy: animal husbandry,river_area,River area (km²),10,1132,1.2553038915546917,0.2572481923397079,0.009968902853011562,"{'0-5%': np.float64(519.1346328946017), '6-15%': np.float64(437.35590277896836), '16-25%': np.float64(546.3596684540942), '26-35%': np.float64(271.5613000401877), '36-45%': np.float64(247.35785696336202), '46-55%': np.float64(342.39891133163917), '76-85%': np.float64(244.2182680606842), '56-65%': np.float64(141.91184594081), '86-100%': np.float64(163.56916658083597), '66-75%': np.float64(205.21241720517477)}"
